Full Name,UB MAIL,CURRENT DEGREE,SKILLS,WORK EXPERIENCE,PROJECTS,GENDER,GPA,JOINING
William Camacho,kellysamuel@example.net,PHD,WEB DEV,7,6,MALE,3.8,INTERESTED TO JOIN
Matthew Nichols,michael31@example.org,MASTERS,WEB DEV,6,3,FEMALE,3.72,INTERESTED TO JOIN
Carmen Stephens,johnsonanna@example.org,UNDER GRAD,FULLSTACK,2,6,OTHERS,3.98,IMMEDIATELY
David Garcia,ashleyrobertson@example.com,MASTERS,WEB DEV,0,4,OTHERS,3.03,IMMEDIATELY
Johnny Combs,lance52@example.org,PHD,CYBER SECURITY,5,10,OTHERS,3.55,INTERESTED TO JOIN
Steven Nguyen,donnasmith@example.org,PHD,CLOUD,0,7,OTHERS,3.95,INTERESTED TO JOIN
Jeremy Todd,thomassandra@example.org,PHD,CLOUD,6,4,MALE,3.6,INTERESTED TO JOIN
Dakota Webb,elizabethpacheco@example.net,UNDER GRAD,FULLSTACK,7,6,OTHERS,3.62,IMMEDIATELY
Todd Frazier,noliver@example.com,MASTERS,APP DEV,5,5,MALE,3.01,INTERESTED TO JOIN
Carly Guzman,stoneamy@example.com,PHD,APP DEV,1,4,FEMALE,3.79,INTERESTED TO JOIN
Ronald Hughes,wcross@example.com,UNDER GRAD,FULLSTACK,0,10,FEMALE,3.63,IMMEDIATELY
Garrett Jenkins,aaronalvarez@example.com,PHD,FRONTEND,0,7,MALE,3.39,IMMEDIATELY
Christopher Lee,anthonybuckley@example.org,PHD,WEB DEV,4,3,FEMALE,3.99,INTERESTED TO JOIN
Shane Davis,ywood@example.com,MASTERS,FRONTEND,3,1,OTHERS,3.09,IMMEDIATELY
Nicholas Sanchez,benjaminsmith@example.net,MASTERS,CLOUD,3,10,MALE,3.31,INTERESTED TO JOIN
David Lee,bridgeserica@example.org,UNDER GRAD,WEB DEV,0,9,MALE,3.13,IMMEDIATELY
Haley Carter,jennifer99@example.org,MASTERS,APP DEV,0,1,FEMALE,3.55,INTERESTED TO JOIN
Ashley Wilson,amanda53@example.net,PHD,AI/ML,0,10,OTHERS,3.51,IMMEDIATELY
Diane Harris,vmonroe@example.com,PHD,CYBER SECURITY,7,8,OTHERS,3.9,INTERESTED TO JOIN
Judy Morgan,rchavez@example.net,UNDER GRAD,CLOUD,5,7,MALE,3.03,IMMEDIATELY
James Brown,davidjohnson@example.com,MASTERS,CYBER SECURITY,6,10,MALE,3.31,IMMEDIATELY
Dr. Robert Hawkins,josewright@example.com,PHD,APP DEV,7,5,OTHERS,3.86,INTERESTED TO JOIN
Joshua Cunningham,wfox@example.com,MASTERS,CYBER SECURITY,2,0,MALE,3.85,IMMEDIATELY
Angela Phillips,micheleross@example.org,MASTERS,BACKEND,4,8,MALE,3.08,INTERESTED TO JOIN
Ann Holloway,nchristensen@example.net,PHD,FULLSTACK,4,5,OTHERS,3.97,INTERESTED TO JOIN
Brian Boyd,tylermurphy@example.com,UNDER GRAD,WEB DEV,6,6,MALE,3.36,INTERESTED TO JOIN
Shane Davidson,smithisaac@example.net,UNDER GRAD,AI/ML,3,9,MALE,3.1,IMMEDIATELY
Anthony Mathews,ericrice@example.org,PHD,FRONTEND,7,3,FEMALE,3.91,IMMEDIATELY
Robert Hoffman,candice06@example.com,PHD,BACKEND,1,5,FEMALE,3.68,INTERESTED TO JOIN
Alan Sosa,colehector@example.com,MASTERS,CYBER SECURITY,5,9,FEMALE,3.05,IMMEDIATELY
Michael Greer,kendraburnett@example.org,MASTERS,AI/ML,1,4,MALE,3.71,IMMEDIATELY
Jeff King,timothyrobinson@example.org,PHD,FRONTEND,1,1,OTHERS,3.07,IMMEDIATELY
Christopher Hernandez,vstanton@example.org,PHD,BACKEND,7,6,OTHERS,3.3,INTERESTED TO JOIN
Julie Jordan,brianaustin@example.net,UNDER GRAD,BACKEND,7,4,OTHERS,3.37,IMMEDIATELY
Stephen Edwards,alex52@example.net,PHD,WEB DEV,2,2,OTHERS,3.27,INTERESTED TO JOIN
Melinda Tucker,rebecca77@example.com,UNDER GRAD,WEB DEV,5,1,OTHERS,3.16,IMMEDIATELY
Sonya Smith,xrodgers@example.org,MASTERS,CLOUD,3,2,FEMALE,3.6,IMMEDIATELY
Richard Jackson,zthompson@example.net,PHD,CYBER SECURITY,5,2,OTHERS,3.64,INTERESTED TO JOIN
Erin Graham,colewilliam@example.org,MASTERS,WEB DEV,7,5,OTHERS,3.02,INTERESTED TO JOIN
Diana Martinez,elliotttamara@example.com,UNDER GRAD,BACKEND,3,6,OTHERS,3.56,INTERESTED TO JOIN
James Williams,jonathan13@example.net,PHD,AI/ML,7,3,FEMALE,3.39,INTERESTED TO JOIN
Heidi Chen,emmagraham@example.org,MASTERS,FULLSTACK,0,8,FEMALE,3.1,INTERESTED TO JOIN
Charles Young,ashleyfoley@example.org,UNDER GRAD,FULLSTACK,6,5,FEMALE,3.32,IMMEDIATELY
Benjamin White,hwashington@example.net,MASTERS,FRONTEND,7,10,MALE,3.48,INTERESTED TO JOIN
Shannon Huffman,pbeck@example.org,MASTERS,BACKEND,4,2,MALE,3.11,INTERESTED TO JOIN
Anthony Nunez,andrea95@example.com,UNDER GRAD,CYBER SECURITY,6,4,OTHERS,3.19,INTERESTED TO JOIN
Jeremy Thompson,hebertkristine@example.com,PHD,BACKEND,6,7,MALE,3.59,INTERESTED TO JOIN
Kevin Harris,ehubbard@example.com,PHD,FRONTEND,6,3,MALE,3.55,IMMEDIATELY
Brittany Phillips,morganbrandi@example.org,UNDER GRAD,BACKEND,1,7,MALE,3.7,IMMEDIATELY
Victoria May,adamsrhonda@example.com,PHD,CLOUD,4,10,OTHERS,3.75,INTERESTED TO JOIN
Janet Smith,bvalencia@example.net,PHD,CYBER SECURITY,6,8,FEMALE,3.0,IMMEDIATELY
Dr. Edward Fletcher,joseph15@example.com,PHD,CLOUD,1,4,FEMALE,3.91,INTERESTED TO JOIN
Darren Pearson,julie43@example.net,UNDER GRAD,CYBER SECURITY,0,0,MALE,3.75,IMMEDIATELY
Kevin Molina,sandersdanielle@example.net,MASTERS,AI/ML,6,10,OTHERS,3.72,IMMEDIATELY
Nicholas Young,donaldfields@example.org,PHD,FRONTEND,6,2,MALE,3.52,INTERESTED TO JOIN
John Hall Jr.,ebrooks@example.com,PHD,BACKEND,2,4,MALE,3.96,INTERESTED TO JOIN
Michael Liu,williammeyer@example.com,PHD,BACKEND,7,2,OTHERS,3.43,INTERESTED TO JOIN
Ashley Stephens,vargasrobert@example.org,MASTERS,BACKEND,6,4,MALE,3.17,INTERESTED TO JOIN
Andrea Kirby MD,reneesanchez@example.org,MASTERS,CLOUD,0,4,OTHERS,3.11,INTERESTED TO JOIN
Robert Rosales,rmurphy@example.net,UNDER GRAD,WEB DEV,7,3,MALE,3.57,INTERESTED TO JOIN
Gregory Andrews,georgelisa@example.org,MASTERS,WEB DEV,5,3,OTHERS,3.69,IMMEDIATELY
Lauren Brown,moorelisa@example.org,MASTERS,APP DEV,6,9,FEMALE,3.27,INTERESTED TO JOIN
Ernest Santos,lynn19@example.net,PHD,CYBER SECURITY,6,0,MALE,3.2,INTERESTED TO JOIN
Anna Jones,miranda03@example.net,MASTERS,FULLSTACK,1,7,OTHERS,3.06,INTERESTED TO JOIN
Trevor Nguyen Jr.,hayesrachel@example.net,MASTERS,FULLSTACK,7,3,OTHERS,3.53,INTERESTED TO JOIN
Anna Wise,stephencontreras@example.org,MASTERS,CLOUD,7,0,OTHERS,3.42,INTERESTED TO JOIN
Rachel Poole,debbiepoole@example.net,UNDER GRAD,AI/ML,5,3,OTHERS,3.26,IMMEDIATELY
Matthew Hicks,evanskevin@example.org,PHD,BACKEND,5,4,FEMALE,3.67,IMMEDIATELY
Jennifer Chandler,curtis46@example.net,MASTERS,APP DEV,5,6,OTHERS,3.39,INTERESTED TO JOIN
Randy Lutz,hollybaker@example.org,PHD,WEB DEV,6,2,MALE,3.48,INTERESTED TO JOIN
Lee Johnson,qbaker@example.org,PHD,BACKEND,6,3,MALE,3.61,INTERESTED TO JOIN
Bill Mitchell,shaunayala@example.net,UNDER GRAD,AI/ML,5,2,MALE,3.52,INTERESTED TO JOIN
Mario Clark,coxkevin@example.com,PHD,CLOUD,7,3,FEMALE,3.67,IMMEDIATELY
Marc Bell,novakrebecca@example.org,UNDER GRAD,AI/ML,7,6,MALE,3.19,INTERESTED TO JOIN
Timothy Harris,tiffany44@example.org,UNDER GRAD,FULLSTACK,4,0,FEMALE,3.76,INTERESTED TO JOIN
Heather Matthews,christopherjohnson@example.org,MASTERS,FRONTEND,7,7,MALE,3.55,INTERESTED TO JOIN
Juan Burke,philliphorn@example.net,MASTERS,FRONTEND,7,7,OTHERS,3.5,IMMEDIATELY
Brandon Meadows,lfoster@example.org,MASTERS,AI/ML,3,0,FEMALE,3.35,INTERESTED TO JOIN
Gregory Moreno,johnsonsamantha@example.net,UNDER GRAD,FRONTEND,6,4,MALE,3.05,INTERESTED TO JOIN
Benjamin Santos,michelle50@example.com,PHD,FULLSTACK,6,2,OTHERS,3.78,IMMEDIATELY
Benjamin Ramos,staffordsara@example.com,UNDER GRAD,AI/ML,7,9,FEMALE,3.74,IMMEDIATELY
James Weber,lindseyhanson@example.net,UNDER GRAD,WEB DEV,1,5,OTHERS,3.54,INTERESTED TO JOIN
Deborah Baker,agriffith@example.org,UNDER GRAD,CYBER SECURITY,0,1,MALE,3.3,IMMEDIATELY
Andrew Mckay,lucastammy@example.org,PHD,WEB DEV,6,5,FEMALE,3.42,IMMEDIATELY
Jason Wyatt,butlerterrance@example.net,MASTERS,CLOUD,3,8,OTHERS,3.92,INTERESTED TO JOIN
Stacy Pratt,briannabaker@example.org,UNDER GRAD,FULLSTACK,0,9,OTHERS,3.65,IMMEDIATELY
Daniel Moore,nichole45@example.org,MASTERS,FULLSTACK,5,2,OTHERS,3.91,IMMEDIATELY
Jeffrey Parrish,walkerdonna@example.com,UNDER GRAD,FRONTEND,1,7,OTHERS,3.31,INTERESTED TO JOIN
Carl Hernandez,joseph08@example.net,PHD,CLOUD,2,10,MALE,3.52,INTERESTED TO JOIN
Julie Morse,matthewharding@example.org,UNDER GRAD,FRONTEND,7,2,FEMALE,3.49,IMMEDIATELY
Patricia Moran,torresfrancis@example.com,PHD,BACKEND,7,5,FEMALE,3.81,IMMEDIATELY
Kristopher Gonzalez,dean02@example.net,PHD,FRONTEND,4,8,MALE,3.88,INTERESTED TO JOIN
Seth Ellis,adammcclure@example.net,MASTERS,AI/ML,3,1,MALE,3.36,IMMEDIATELY
Melanie Walton,ogoodwin@example.net,MASTERS,AI/ML,6,9,OTHERS,3.12,IMMEDIATELY
Todd Davis,john69@example.org,UNDER GRAD,FULLSTACK,3,4,FEMALE,3.75,INTERESTED TO JOIN
Gregory Noble,dianawells@example.net,UNDER GRAD,FULLSTACK,1,1,OTHERS,3.7,INTERESTED TO JOIN
Luis Bowman,dannybutler@example.net,PHD,APP DEV,0,9,FEMALE,3.83,INTERESTED TO JOIN
Robert Scott,jason52@example.org,UNDER GRAD,CYBER SECURITY,7,4,OTHERS,3.08,INTERESTED TO JOIN
Alexis Lawson,mary46@example.net,MASTERS,BACKEND,3,8,OTHERS,3.11,IMMEDIATELY
Laura Brown,norrisdavid@example.org,UNDER GRAD,WEB DEV,1,10,MALE,3.07,INTERESTED TO JOIN
Jennifer Orr,uclark@example.org,PHD,FULLSTACK,3,10,OTHERS,3.65,IMMEDIATELY
Joshua Holt,jacksonlisa@example.com,MASTERS,BACKEND,1,4,MALE,3.92,INTERESTED TO JOIN
David Morgan,michael43@example.org,PHD,APP DEV,1,0,MALE,3.85,INTERESTED TO JOIN
Molly Rojas,wobrien@example.net,PHD,FRONTEND,3,4,OTHERS,3.58,INTERESTED TO JOIN
Amanda West,millerchristopher@example.org,UNDER GRAD,AI/ML,2,4,FEMALE,3.73,INTERESTED TO JOIN
Bill Marsh,shelbyturner@example.com,UNDER GRAD,FULLSTACK,1,2,FEMALE,3.32,INTERESTED TO JOIN
Kristen Brown,hughespaula@example.com,UNDER GRAD,FRONTEND,4,5,OTHERS,3.01,INTERESTED TO JOIN
Brandon Gomez,timothy38@example.com,MASTERS,WEB DEV,1,2,MALE,3.29,INTERESTED TO JOIN
Abigail Lopez,georgejohnson@example.net,UNDER GRAD,FULLSTACK,3,1,FEMALE,3.11,INTERESTED TO JOIN
William Reid Jr.,leechristine@example.net,MASTERS,APP DEV,2,4,OTHERS,3.56,INTERESTED TO JOIN
David Shelton,kara76@example.org,PHD,BACKEND,1,3,MALE,3.55,INTERESTED TO JOIN
Jason Brooks,douglasjohn@example.org,UNDER GRAD,APP DEV,4,6,OTHERS,3.13,INTERESTED TO JOIN
Cindy Robinson,kimberlyjames@example.org,UNDER GRAD,CYBER SECURITY,6,10,MALE,3.29,INTERESTED TO JOIN
Nicole Lewis,christina22@example.org,PHD,FULLSTACK,6,2,OTHERS,3.85,INTERESTED TO JOIN
Katherine Torres,allison90@example.org,PHD,APP DEV,7,5,FEMALE,3.87,IMMEDIATELY
Brittany Hart,jessica10@example.net,UNDER GRAD,FRONTEND,4,6,MALE,3.84,INTERESTED TO JOIN
Maurice Jones,susansellers@example.com,UNDER GRAD,AI/ML,4,5,OTHERS,3.12,INTERESTED TO JOIN
James King,burnseileen@example.net,PHD,FULLSTACK,7,1,FEMALE,3.1,INTERESTED TO JOIN
Kevin Smith,iphelps@example.net,UNDER GRAD,APP DEV,5,3,OTHERS,3.13,INTERESTED TO JOIN
Brooke Williams,yaustin@example.org,UNDER GRAD,WEB DEV,5,1,FEMALE,3.76,INTERESTED TO JOIN
Kimberly Perez,villacatherine@example.com,UNDER GRAD,APP DEV,4,7,OTHERS,3.15,INTERESTED TO JOIN
Ivan Combs,elizabeth06@example.org,MASTERS,CLOUD,3,9,MALE,3.83,INTERESTED TO JOIN
Jessica Jarvis MD,katie55@example.org,PHD,WEB DEV,4,6,FEMALE,3.35,INTERESTED TO JOIN
Heather Foster,mikejackson@example.org,MASTERS,CLOUD,1,6,MALE,3.5,IMMEDIATELY
Brandon Stewart,elizabethmurray@example.org,UNDER GRAD,CYBER SECURITY,6,4,FEMALE,3.0,IMMEDIATELY
Johnny Velazquez,nmiller@example.com,UNDER GRAD,WEB DEV,1,10,OTHERS,3.63,INTERESTED TO JOIN
John Pruitt,ppowell@example.org,MASTERS,BACKEND,1,10,OTHERS,3.04,INTERESTED TO JOIN
Anna Smith,parkanita@example.net,MASTERS,AI/ML,6,1,OTHERS,3.54,IMMEDIATELY
Meredith Bernard,madelinestanley@example.net,UNDER GRAD,WEB DEV,7,1,FEMALE,3.58,INTERESTED TO JOIN
Harry Baker,qnewton@example.com,MASTERS,WEB DEV,1,1,MALE,3.69,INTERESTED TO JOIN
Denise Baker,harteduardo@example.org,UNDER GRAD,APP DEV,4,8,OTHERS,3.61,INTERESTED TO JOIN
Melanie Wilson,lynnjennifer@example.com,MASTERS,FULLSTACK,5,10,MALE,3.5,INTERESTED TO JOIN
Steven Harris,thomas59@example.net,UNDER GRAD,APP DEV,3,10,MALE,3.92,INTERESTED TO JOIN
Garrett Little,scottwiggins@example.org,MASTERS,CYBER SECURITY,3,2,OTHERS,3.08,INTERESTED TO JOIN
Norman Harrington,lgates@example.net,UNDER GRAD,WEB DEV,7,4,MALE,3.27,IMMEDIATELY
Kevin Fritz,sgreene@example.net,PHD,WEB DEV,2,10,OTHERS,3.1,IMMEDIATELY
Amanda Burns,shelly29@example.org,UNDER GRAD,FULLSTACK,7,3,OTHERS,3.36,IMMEDIATELY
Ralph Gibson,scottsandra@example.net,UNDER GRAD,CLOUD,1,10,FEMALE,3.75,INTERESTED TO JOIN
Robert Navarro,campbellamanda@example.org,UNDER GRAD,WEB DEV,3,10,MALE,3.45,INTERESTED TO JOIN
Paul Hernandez,hamiltonadam@example.net,MASTERS,BACKEND,7,3,MALE,3.94,INTERESTED TO JOIN
John Church,foneill@example.com,UNDER GRAD,WEB DEV,0,4,FEMALE,3.55,INTERESTED TO JOIN
Natasha Cruz,justinrobinson@example.com,PHD,FULLSTACK,5,9,OTHERS,3.0,INTERESTED TO JOIN
Christopher Bautista,xbauer@example.net,MASTERS,FULLSTACK,1,8,FEMALE,3.98,INTERESTED TO JOIN
Justin Garcia,martha63@example.net,UNDER GRAD,AI/ML,6,8,MALE,3.01,INTERESTED TO JOIN
Cristian Lee,ayersanna@example.org,PHD,CYBER SECURITY,5,5,FEMALE,3.69,IMMEDIATELY
James Flores,timothymckay@example.net,MASTERS,CYBER SECURITY,7,4,MALE,3.85,INTERESTED TO JOIN
Debra Medina,monica70@example.com,MASTERS,BACKEND,1,3,OTHERS,3.67,IMMEDIATELY
Robert Walls,ununez@example.com,MASTERS,CYBER SECURITY,0,2,MALE,3.06,INTERESTED TO JOIN
Terri Mcclain,melissawall@example.net,UNDER GRAD,CLOUD,1,7,OTHERS,3.77,INTERESTED TO JOIN
Edward Neal,robert24@example.net,PHD,BACKEND,3,4,FEMALE,3.93,IMMEDIATELY
Brandy Turner,michael39@example.org,PHD,CYBER SECURITY,5,1,OTHERS,3.01,IMMEDIATELY
Timothy Baker,justin44@example.net,MASTERS,FULLSTACK,5,8,MALE,3.44,INTERESTED TO JOIN
Jessica Gomez,stevensonkristin@example.net,UNDER GRAD,AI/ML,7,2,MALE,3.89,INTERESTED TO JOIN
Shannon Sanders,kyle40@example.net,MASTERS,CYBER SECURITY,4,9,MALE,3.46,IMMEDIATELY
Jennifer Perry,pwashington@example.com,PHD,FRONTEND,7,3,MALE,3.37,IMMEDIATELY
Laura Newton,scottacosta@example.net,MASTERS,FULLSTACK,3,2,FEMALE,3.11,INTERESTED TO JOIN
Gregory White,wilsonpaul@example.net,MASTERS,APP DEV,4,3,OTHERS,3.21,IMMEDIATELY
Lauren Cain,erikrivera@example.net,UNDER GRAD,AI/ML,1,10,FEMALE,3.25,IMMEDIATELY
Jody Davis MD,james57@example.com,MASTERS,WEB DEV,4,1,FEMALE,3.17,IMMEDIATELY
Michael Butler,wcarter@example.com,MASTERS,WEB DEV,2,7,FEMALE,3.14,INTERESTED TO JOIN
Stephen Jones,kristi15@example.org,UNDER GRAD,CYBER SECURITY,6,5,FEMALE,3.01,IMMEDIATELY
Michelle Smith,vreese@example.com,UNDER GRAD,FULLSTACK,4,3,FEMALE,3.19,INTERESTED TO JOIN
Robert Gates,patriciaheath@example.net,UNDER GRAD,APP DEV,0,6,FEMALE,3.67,INTERESTED TO JOIN
Deanna Liu,gonzalezrichard@example.org,UNDER GRAD,AI/ML,6,9,FEMALE,3.65,IMMEDIATELY
Lawrence Mcmillan,colin75@example.org,PHD,AI/ML,2,3,MALE,3.64,IMMEDIATELY
Jeanette Johnson,ginabrock@example.com,UNDER GRAD,CLOUD,2,0,MALE,3.98,INTERESTED TO JOIN
Kristina Nelson,maldonadoemily@example.com,UNDER GRAD,BACKEND,5,7,MALE,3.09,INTERESTED TO JOIN
Lauren Brooks,douglas98@example.com,UNDER GRAD,FRONTEND,1,8,OTHERS,3.15,IMMEDIATELY
Dennis Fisher,fergusonnicholas@example.net,PHD,FRONTEND,7,10,MALE,3.1,INTERESTED TO JOIN
Brandy Phelps,yatestanya@example.net,MASTERS,FRONTEND,3,6,OTHERS,4.0,INTERESTED TO JOIN
Katherine Brown,blankenshipmelissa@example.com,PHD,APP DEV,7,3,MALE,3.88,INTERESTED TO JOIN
William Chung,andersonaaron@example.net,UNDER GRAD,CYBER SECURITY,3,5,MALE,3.9,IMMEDIATELY
Jorge Richards,christinelee@example.net,UNDER GRAD,BACKEND,4,8,MALE,3.44,INTERESTED TO JOIN
Jeffery Martin,ashley44@example.net,UNDER GRAD,CYBER SECURITY,5,1,FEMALE,3.24,IMMEDIATELY
Aaron Chen,andrewsmichael@example.com,MASTERS,CLOUD,6,3,MALE,3.36,INTERESTED TO JOIN
Danny Kim,craigpeterson@example.net,UNDER GRAD,BACKEND,0,0,MALE,3.41,IMMEDIATELY
Trevor Ramos,emendoza@example.net,UNDER GRAD,FRONTEND,2,10,MALE,3.29,INTERESTED TO JOIN
Donna Watson,richard10@example.net,PHD,APP DEV,3,4,FEMALE,3.8,IMMEDIATELY
Troy Taylor,haleyyang@example.org,UNDER GRAD,FRONTEND,5,6,MALE,3.53,INTERESTED TO JOIN
Christopher Taylor,paul11@example.net,MASTERS,APP DEV,1,9,MALE,3.88,IMMEDIATELY
Allison Hughes,hayesdylan@example.com,MASTERS,AI/ML,7,9,FEMALE,3.34,INTERESTED TO JOIN
Christopher Allison,adam68@example.net,UNDER GRAD,CLOUD,4,9,FEMALE,3.09,INTERESTED TO JOIN
Shannon Jensen,aowens@example.org,MASTERS,APP DEV,0,3,FEMALE,3.52,INTERESTED TO JOIN
Donald Ortiz,judy14@example.net,MASTERS,APP DEV,4,4,FEMALE,3.39,INTERESTED TO JOIN
Bradley Owens,pchambers@example.net,UNDER GRAD,BACKEND,6,5,MALE,3.37,IMMEDIATELY
Mark Nguyen,jason59@example.net,PHD,APP DEV,1,2,MALE,3.37,INTERESTED TO JOIN
Willie Richardson,rachelconway@example.com,PHD,FRONTEND,5,9,FEMALE,3.13,INTERESTED TO JOIN
Joseph Johnson,campbellrobert@example.com,UNDER GRAD,FULLSTACK,3,7,OTHERS,3.31,IMMEDIATELY
Michael Meyer,nelsontina@example.org,MASTERS,AI/ML,7,3,FEMALE,3.14,IMMEDIATELY
Paul Perez,curtis12@example.org,UNDER GRAD,CLOUD,4,0,MALE,3.52,IMMEDIATELY
Mark Harris,destiny97@example.net,PHD,WEB DEV,5,10,OTHERS,3.55,INTERESTED TO JOIN
Duane Brooks,fcabrera@example.net,PHD,BACKEND,4,1,OTHERS,3.84,IMMEDIATELY
Robert Zamora,rschmidt@example.org,UNDER GRAD,CYBER SECURITY,5,0,OTHERS,3.9,INTERESTED TO JOIN
Rachel Davis,abigail58@example.org,UNDER GRAD,APP DEV,3,0,OTHERS,3.72,INTERESTED TO JOIN
Alan Clark,leeclaudia@example.com,PHD,FRONTEND,3,5,OTHERS,3.04,IMMEDIATELY
Suzanne Baker,kimberly28@example.com,MASTERS,CLOUD,2,2,MALE,3.22,IMMEDIATELY
Justin Olson,raymond14@example.org,PHD,FULLSTACK,7,1,FEMALE,3.86,INTERESTED TO JOIN
Eric Murillo,nicholas94@example.com,UNDER GRAD,CLOUD,3,9,MALE,3.41,INTERESTED TO JOIN
Tyler Sanchez,marcuslawson@example.net,UNDER GRAD,FRONTEND,7,5,MALE,3.61,INTERESTED TO JOIN
Jennifer Green,yhowell@example.org,PHD,FRONTEND,0,3,MALE,3.32,INTERESTED TO JOIN
Christopher Collins,pittmanbryan@example.org,UNDER GRAD,WEB DEV,5,9,MALE,3.84,IMMEDIATELY
Brian Olson,mmurphy@example.org,PHD,FULLSTACK,3,7,MALE,3.61,INTERESTED TO JOIN
Marcus Bell,karen49@example.net,PHD,APP DEV,0,5,MALE,3.36,IMMEDIATELY
Mr. George Rios,ncombs@example.com,UNDER GRAD,BACKEND,6,1,MALE,3.6,INTERESTED TO JOIN
Sheena Ritter,poolejulie@example.net,UNDER GRAD,BACKEND,3,10,OTHERS,3.35,INTERESTED TO JOIN
Mr. Dwayne Johnson,melissatucker@example.com,MASTERS,CLOUD,7,1,FEMALE,3.27,INTERESTED TO JOIN
Beth Cain,knightjose@example.com,UNDER GRAD,APP DEV,2,10,OTHERS,3.8,IMMEDIATELY
Edward Richmond,mwilliams@example.net,UNDER GRAD,FULLSTACK,1,8,OTHERS,3.72,IMMEDIATELY
Sandra Hughes,tammycarter@example.com,MASTERS,CYBER SECURITY,6,0,MALE,3.03,INTERESTED TO JOIN
Michelle Zuniga,angela15@example.com,UNDER GRAD,BACKEND,7,9,FEMALE,3.42,INTERESTED TO JOIN
Karen Roberts,samuelcarey@example.net,PHD,CLOUD,1,6,MALE,3.61,IMMEDIATELY
Jeff Baker,heather05@example.org,MASTERS,APP DEV,1,7,FEMALE,3.76,IMMEDIATELY
Joseph Miller,ldowns@example.com,MASTERS,AI/ML,3,10,OTHERS,3.81,IMMEDIATELY
Kevin Butler,timothy89@example.net,MASTERS,CLOUD,1,3,FEMALE,3.42,INTERESTED TO JOIN
Brandon Miller,willie24@example.org,PHD,AI/ML,5,3,MALE,3.9,IMMEDIATELY
Michael Armstrong,kendra34@example.com,MASTERS,BACKEND,7,6,MALE,3.72,IMMEDIATELY
Natalie Atkins,janet14@example.net,MASTERS,CLOUD,1,2,OTHERS,3.87,IMMEDIATELY
Nicholas Phelps,fgarcia@example.net,MASTERS,APP DEV,3,0,MALE,3.69,IMMEDIATELY
Sharon Thomas,jennifer22@example.org,UNDER GRAD,BACKEND,6,5,OTHERS,3.2,INTERESTED TO JOIN
Diamond Horton,adamsjames@example.net,PHD,APP DEV,5,7,MALE,3.9,IMMEDIATELY
Susan Shepherd,wphillips@example.net,UNDER GRAD,BACKEND,7,6,OTHERS,3.21,IMMEDIATELY
Shane Giles,fgrant@example.org,MASTERS,CYBER SECURITY,6,6,OTHERS,3.02,INTERESTED TO JOIN
Cheryl Herrera,terri80@example.org,UNDER GRAD,CYBER SECURITY,4,2,OTHERS,3.18,INTERESTED TO JOIN
Sheila Perez,xallen@example.net,PHD,FRONTEND,6,4,OTHERS,3.28,IMMEDIATELY
Morgan Alexander,oaustin@example.org,PHD,CLOUD,6,7,OTHERS,3.32,INTERESTED TO JOIN
Catherine Vega,uhickman@example.com,PHD,CYBER SECURITY,4,9,MALE,3.23,INTERESTED TO JOIN
Melissa Calderon,umiller@example.org,MASTERS,FULLSTACK,5,3,OTHERS,3.32,INTERESTED TO JOIN
Theresa Wright,allison51@example.net,UNDER GRAD,CLOUD,4,10,FEMALE,3.18,INTERESTED TO JOIN
Robert Francis,kevin92@example.org,UNDER GRAD,CLOUD,4,2,OTHERS,3.7,IMMEDIATELY
Paul Webster,fernandezmary@example.net,UNDER GRAD,BACKEND,0,3,OTHERS,3.6,IMMEDIATELY
Ryan Cruz,john53@example.com,MASTERS,APP DEV,6,10,MALE,3.97,INTERESTED TO JOIN
Carl Davis,sheilaphelps@example.org,MASTERS,BACKEND,4,7,OTHERS,3.51,IMMEDIATELY
William Dixon,alyssamassey@example.net,UNDER GRAD,APP DEV,2,1,FEMALE,3.86,INTERESTED TO JOIN
Mark Brandt,daviskenneth@example.org,UNDER GRAD,APP DEV,5,2,OTHERS,3.45,IMMEDIATELY
Keith Parker,cassiecrawford@example.com,UNDER GRAD,CYBER SECURITY,1,9,OTHERS,3.21,IMMEDIATELY
Mark Camacho,kelsey77@example.com,UNDER GRAD,AI/ML,6,10,OTHERS,3.88,IMMEDIATELY
Vincent Lewis,diazrobert@example.org,UNDER GRAD,FRONTEND,1,4,FEMALE,3.29,INTERESTED TO JOIN
Lindsay Campbell,dmorales@example.org,MASTERS,BACKEND,4,0,FEMALE,3.01,INTERESTED TO JOIN
Katherine Flores,smithtroy@example.org,UNDER GRAD,CLOUD,5,1,MALE,3.93,IMMEDIATELY
Daniel Newman,lisakhan@example.net,PHD,FRONTEND,7,8,OTHERS,3.51,INTERESTED TO JOIN
Angela Brennan,emilyholland@example.org,MASTERS,FULLSTACK,5,5,FEMALE,4.0,INTERESTED TO JOIN
Andrew Diaz,bryanfreeman@example.org,PHD,AI/ML,3,9,MALE,3.33,IMMEDIATELY
Timothy Keller,vdavidson@example.org,MASTERS,BACKEND,3,4,OTHERS,3.69,INTERESTED TO JOIN
Joshua Logan,ricardo22@example.org,UNDER GRAD,FULLSTACK,5,0,OTHERS,3.14,INTERESTED TO JOIN
Joshua Miller,johnthomas@example.net,MASTERS,CLOUD,2,2,MALE,3.98,INTERESTED TO JOIN
Phillip Rocha,ronniewade@example.com,MASTERS,WEB DEV,1,2,FEMALE,3.68,INTERESTED TO JOIN
